Indonesian,Javanese
"Hari ini saya pergi ke pasar membeli bahan makanan untuk memasak makan siang nanti, kemudian saya akan membersihkan rumah dan melakukan kegiatan yoga di sore hari, sebelum akhirnya menonton film favorit saya sebelum tidur.","Dinten iki kula mlebu pasar mbeli barang makanan kanggo masak sarapan tengah wengi, soko kawentar kula bakal midang rumah lan ndelokake yoga neng bebantenan, munggahake karsa soko kula bakal nonton filem sing kesukaanipun sadewa sadurunge boboken."
".Saat aku mengendarai mobil melalui jalanan yang padat di Jakarta, aku merasa kesal karena macetnya lalu lintas, tetapi di waktu yang sama, aku juga merasa senang karena melihat gedung-gedung tinggi yang megah dan pusat perbelanjaan yang modern.",".Ana ing wengi kang kuwi, aku lalis mobil ngguyu jalur kang sowané ngetopé ing Jakarta, aku kesel banget karo kemacetan lalu lintasé, nanging ing saéjéne, aku uga seneng banget rik kono gedung gedhang sing keren lan pusat perbelanjaan sing saiki bangetan modern."
".""Di pagi yang cerah ini, aku bangun dari tempat tidurku yang hangat, menyiram tanaman di taman depan rumahku, menyantap sarapan sambil membaca koran, dan bersiap-siap untuk memulai kegiatan sehari-hariku dengan semangat dan antusiasme yang tinggi.""",".""Dina mungguh ana subuh iki, aku mangkat saka omahku sing lumayan hangat, nglebihaké taman ing sisi gedhé marang omahku, nesu sarapan nyadhiyani koran, lan kersa kanggo mulai kegiatanenké karo semangat lan kasokti dhuwur."""
"Ketika saya bangun pagi-pagi, saya langsung mandi, menggosok gigi, dan memakai baju untuk pergi ke kantor.","Naliko aku mendhak pagi-pagi, nangingana aku langsung mandi, nggosok gisik, lan mblarakake baju kanggo lunga menyang kantor."
Saya sangat senang belajar bahasa asing dan melakukan perjalanan ke negara-negara yang berbeda untuk menggali pengalaman yang beragam dan menjalani petualangan yang menyenangkan.,Aku benar-benar seneng mblajar bahasa asing lan ndhikaran kanggo negeri-negeri anyar kang beda kanggo pada pengalaman sing beda-beda lan mandatangi petualangan sing asyik.
"Saya suka makan nasi, minum kopi, dan berjalan-jalan di pantai saat liburan, karena saya merasa rileks dan bahagia.","Aku seneng mangan nasi, ngombe kopi, lan mbanyolong ing pantai sajroning wengi libur, sabab aku nampa kesejukan lan mringi kedahsan."
"Saya suka makan nasi goreng, sate ayam, dan mi goreng di restoran atau warung makan, tetapi saya juga suka memasak sendiri di rumah saat sedang senggang.","Aku seneng nggowo nasi goreng, sate ayam, lan mi goreng nang warung makan utawa restoran, sanajan aku juge seneng masak kanggo dewe nang omah nalika lagi adem ayem."
"Walaupun cuaca sedang panas, saya masih ingin pergi ke taman untuk berolahraga, kemudian saya ingin membeli es krim di kedai sebelah, dan akhirnya saya akan pulang ke rumah untuk bersantai.","Ing dhuwur utawa ing ngisor, ana prasaja kahuripan kita, amarga mung kersaning Mindha luwih nggampang pangan lan ana kang nggadahi jangkrik, tanpa angger tansah bingung nggo nguri-uri."
"Hari ini bersama teman-teman, aku akan pergi ke pantai, bermain bola voli, menyelam, menikmati pemandangan indah, dan makan makanan lezat.","Dina iki karo teman-teman, kula bakal mudhun menyang pantai, dhalangki bola voli, mlebu lanang, nikmati wit-witan elok, lan mangan manganan enak."
"Saya suka memasak, membersihkan rumah, berjalan-jalan di taman, dan membaca buku di waktu senggang saya.","Aku seneng masak, nrimo bener yo kanggo meremehi isih amarga, dolan-dolan nang taman, lan maca buku ing wengi lenggahku."
".Di saat pandemi ini, banyak bidang yang terkena dampaknya seperti ekonomi, kesehatan, pendidikan, dan pariwisata; sehingga banyak cara dilakukan untuk mengatasi masalah ini seperti peningkatan peran pemerintah, kerjasama antar instansi, serta peran masyarakat yang aktif.",".Ing sawetara bedhah iki, akeh sektor sing kepengin nampa pamburuk sunggihipun dhuwur ingkang meliputi ekonomi, kesehatan, pendidikan, lan pariwisata; mangkene akeh cara sing diwarnani karo dalan ngarani piranti kanggo mbatur manawa prabawa iki ora nyangka dagelane kayak pengkrajane, kaarubinipun ngaturake sajatinipun, ugi peran masyarakat sing aktif."
"Saya suka makan nasi goreng, mie goreng, dan ayam goreng saat sarapan pada hari-hari libur akhir pekan.","Aku seneng nggowo nasi goreng, mie goreng lan ayam goreng nalika sarapan ing dina bebarengan akhir minggu. (translation"
"Mungkin kita harus mengubah pola pikir kita, memperbaiki kebiasaan buruk, dan menyediakan waktu untuk refleksi diri agar bisa menjadi pribadi yang lebih baik dan bermanfaat bagi orang lain.","Ugi leres muring pangarepipun, mbenerake pirang-pirang kebiasaan nesuwun, lan ngrungokake waktu kang sarwa kanggo nelusuri-diri mripat sareng banget kaping kalih alit lan darbejan amarga saged mulai sapasangka lan bermanfaat kanggo wong liyane."
"Saya ingin pergi ke toko untuk membeli bahan-bahan makanan, mencuci pakaian di mesin cuci, membersihkan kamar mandi dengan disinfektan, dan menyelesaikan tugas-tugas pekerjaan di komputer.","Aku pengin mlayu menyang toko supaya mbeli bahan manganan, nglumungi jineman ing mesin cuci, netepi kamar mandi karo disinfektan, lan nyelarasake prakara kerja ing komputer."
"Ayah pergi ke pasar untuk membeli sayuran, ibu pergi ke toko untuk membeli bahan makanan, dan anak-anak pergi ke taman untuk bermain.","Bapak melu nggone pasar kanggo ngrèmèsi sayur-sayurané, ibu melu nggone toko kanggo ngrèmèsi bahan pangané, lan anak-anak melu nggone taman kanggo mbasuh-ngandani."
"Hari ini aku bangun pagi-pagi sekali, mandi sebelum sarapan, berolahraga di taman, dan kemudian pergi ke sekolah dengan mengendarai sepeda motor.","Dina iki aku kentel tidur nganti jamu siji, njupuk abang mengko maneh, ngratoni sinaran, lan nggon panggonan sekolah nganggo motor."
"Saya suka makan nasi goreng, mie goreng, dan bubur ayam saat sarapan, sedangkan untuk makan siang saya suka makan nasi uduk, soto ayam, dan bakso, serta untuk makan malam saya biasanya makan sate ayam, ayam goreng, dan sup.","Kulo seneng mangan nasi goreng, mie goreng, lan bubur ayam ing kene masa sarapan, sanajan kanggo makan siyang kulo kepengin mangan nasi uduk, soto ayam, lan bakso, lan kanggo mangan ndhik ngisor kulo biasane mangan sate ayam, ayam goreng, lan sup."
".Saat ini banyak sekali lingkungan yang tercemar di seluruh dunia, mulai dari udara yang terpapar polutan, air yang terkontaminasi logam berat, hingga tanah yang terpolusi bahan kimia berbahaya.","Saiki ana sawetara lingkungan sing terpapar lan tercemar sajaba ing jagad, tepung saka ugahe kang sampun dibutuhake oleh polutan, roh kang dadi bahan pengkontaminasi, lan dhuwuripun tekanan kang sampun kenaika ing pedhalangan bahan kimiawi kang angel."
"Hari ini, saya akan pergi ke pasar untuk membeli sayuran, kemudian ke toko buku untuk membeli novel, dan akhirnya ke pusat perbelanjaan untuk membeli baju baru.","Dinten iki, kula pengin nyuwun-nyuwun pasar kanggo gawe beli sambel lan sayur, trus mlebu toko buku kanggo beli novel anyar, lan ngarep meniko mlaku sareng karo putraku kanggo beli jas anyar ugo."
"Ketika aku bangun dari tidur pagi-pagi buta, aku merasakan dinginnya udara yang menyentuh pipi dan menyibak tubuh yang masih berada dalam selimut, kemudian aku berdiri, memandang jendela yang terbuka lebar, dan melihat cahaya matahari yang mulai menerobos masuk ke dalam kamar.","Naliko aku kenthu saka susuk-tempek, aku asepi menyang srespengkuh, kabehing udara sing anyar nglamu-lamu ana menggredek-gredek wajah karo nglubungake dhadha lan susuk sane ana ing gendheng, banjur aku kokok, mlaku menyang dhendhing omah sing ambruk, ngrungokno cahya mentari sing uga tumindak menyang dhendhing kayu."
".Saat matahari terbit, burung-burung mulai terbang dan bernyanyi di atas pepohonan yang hijau, sementara manusia yang bangun dari tidurnya memulai aktivitas harian mereka, seperti mandi, sarapan, dan pergi ke tempat kerja atau sekolah.",".Mulo sajroning adhine, paniki lumangsung langgeng suwung lan ngeriwik ing dhuwuran leren jati-jati sing ijo, sajajarane wong sing rungu saka sandinge nindakake kehidupane, kaya ambenganake, mangan, lan tumuju ing karya utawa tjebuk."
"Saya ingin berlibur ke pantai yang indah, melihat matahari terbenam di atas laut, mencicipi makanan lezat, dan berenang dalam air yang jernih.","Kulo pengin mbiyadani engkang ke pantai sing ayem-ayem, nampa awan senja nang ngisor samudra, nyicipi gadon sing enak, lan ngupingi ndelok ngisor praji katresnane."
".Saat itu, aku sedang menjelajahi hutan belantara yang sunyi dan gelap, mencari jalan keluar yang aman dan tidak berbahaya untuk kembali ke kota, namun sayangnya, langkahku terhenti ketika aku mendengar suara keras dan seram dari dalam hutan yang membuatku merinding, bahwa jangan-jangan aku tidak akan dapat pulang sama sekali.",".Ing waktu kuwi, kula lagi njelajahi hutan belantara sing seneng lan gelap, mlakuake jalan kasebut sing aman lan ora teka-tekang kanggo ninggalake kutha, apik wae, dila kuwi bener-bener padha, ngelingake kula nglirik dhuwur, lan njuk, kala kula kedhuwung suara sing gede lan menakutake saka ing hutan yen kala kula menehi tindakan sareng ala, kula ora bakal tindhak mudhun."
"Ayah saya senang memasak dan membuat berbagai hidangan yang lezat, ibu saya senang membaca buku dan menulis catatan harian, sedangkan adik saya senang bermain game online dan menonton film di bioskop.","Bapakku seneng ono ngolah-olah lan ngawe masakan-masakan enak, ibuku seneng mikir lan nulis catetan kajawi, sapanjang adhikku seneng main game online lan nonton film nang bioskop."
"Ayah saya selalu bangun pagi-pagi sekali untuk berolahraga, ibu saya memasak sarapan yang lezat dan sehat, adik saya sibuk membawa anaknya ke sekolah, kakak saya berangkat kerja dengan antusias, sedangkan saya masih terlelap dalam tidur yang nyenyak.","Bapakku selalu pundi ora mapan nang dhuwur supaya meditasi, ibukku metu nora nggotong tahu hasil kembang. Adhikku sibuk bengi-bengi nggayuh bocahipun nang sekolah, kakungku dhasar kerjo karo antusias, kajaba aku arep dadar mateng."
"Sejak pagi tadi, aku telah bangun pagi, mandi, berolahraga, dan sarapan dengan teliti karena ingin menjaga kesehatan dan menyongsong hari yang indah ini.",".Saking nderek aku, kinaya wingi mangkane aku wis mbangun saerahan, mandi, kaolahraga, lan ndahar kajogjan supaya nggonake kesehatan lan nitip nglebokake dina apik iki."
"Saya suka makan nasi goreng dengan telur ceplok dan sayuran yang diiris kecil-kecil, kemudian saya minum segelas teh manis dan membaca koran pagi.","Aku seneng mangan nasi goreng karo telur ceplok lan woh-wohan sing diiris cilik-cilik, terus aku ngombe segelas teh manis lan nggolek koran pareng."
"Saya sangat senang ketika saya bangun di pagi hari, merasakan udara segar, melihat sinar matahari pagi yang cerah, dan mendengarkan suara burung-burung yang riang bernyanyi di pepohonan dekat rumah saya.","Aku amat seneng pisan nalika kula tumindak-tuminduk kondur manggon ning sajroning lor bangun tuduh, miwiti ngowahi awon anyar, ndeleng sinar mentari dhisik dhemit, lan nyakseni suara wiji-wiji kang rahayu nyanyi ing rimbun awon ngarep omahku."
"Orang-orang yang pergi ke pasar saat pagi hari membeli sayur, buah-buahan, dan bahan makanan lainnya untuk keperluan sehari-hari, sedangkan orang-orang yang pergi ke mal biasanya mencari barang-barang kebutuhan seperti pakaian, elektronik, dan sepatu.","Wong sing lunga menyang pasar nalika pagi dhuwur kanggo mbeli sayur, woh-wohan, lan panganan liyane kanggo keperluan sehari-hari, nduweni wong sing lunga menyang mal biasane arek-arek mburi barang kebutuhan kaya baju, elektronik, lan jeneng sandhan kanggo toes."
".Pada umumnya, manusia mengejar kebahagiaan melalui pendidikan, karier, keluarga, dan hobi mereka yang bervariasi, namun pada akhirnya semuanya bertujuan untuk meraih kebahagiaan yang langgeng dan memuaskan.",".Ing umum, manungsa njupuk kadhaharan kanggo kebahagiaan kanthi menekani pendidikan, karier, keluarga, lan hobi lanang kang beda-beda, nanging nalika rampung kabeh padha ngathyang ing mripat siji kang objektif pancen nyuwun kebahagiaan sing langkung lan kersaning."
"Saya sangat menikmati senja yang indah di pantai dengan suara ombak yang tenang dan angin yang sepoi-sepoi menyentuh pipi saya, sambil menikmati minuman segar dan makanan lezat yang disajikan dengan indah oleh pelayan yang ramah dan profesional di sebuah restoran tepi laut yang saya temukan di sepanjang jalan yang menawan.","Aku amat seneng menikmati senja kang melik manuk alon mbesuk walikan gedhe lan angin nguyup sing njentik-ngokoh sinsen, karo nyawiji segar lan enak kang disajakke elegant dening pelayan kang ramah lan profesional ing resto samudra petak-kaliyan kang endah sawetara."
"Tokoh besar di dunia, seperti Albert Einstein, Isaac Newton, dan Stephen Hawking, memiliki kemampuan kognitif yang luar biasa untuk memecahkan teka-teki ilmiah yang kompleks, menemukan hukum-hukum fundamental dalam fisika, dan menciptakan teori baru yang menjelaskan alam semesta.","Parangsono gede ing jagad, kaya Albert Einstein, Isaac Newton, lan Stephen Hawking, uga ngantiwekake kemampuan kognitif kang apik kanggo ngrungokno enigma ilmiah sing endhas-endhas, nemtokake manah-manahe agung ing fisika, lan ngrangkep teori anyar sing njelasake alam semesta."
"Di pagi hari yang cerah itu, saya bangun dengan segar dan memulai rutinitas harian saya dengan mandi, berolahraga, dan sarapan, lalu saya bersiap-siap untuk pergi bekerja di kantor yang berada di pusat kota.","Ing penganten dina sing terang iki, kula bangun karo kasurakatan lan  nampa rutinitas dina-dina kula karo tikaman, mager, lan sarapan, lan kula kasedya-sedya kanggo ngarep kanggo njaluk penghasilan ing kantor sing ana ing tengah kutha."
"Saya pergi ke pasar untuk membeli bahan makanan, baju baru, dan juga sepatu olahraga yang berkualitas tinggi, sedangkan teman saya pergi ke bank untuk mengambil uang, memasukkan uang ke rekening, dan mengecek saldo.","Asiyane aku mlayu nang pasar kanggo ngrampi barang pangan, baju anyar, lan uga sepatu tiyang olahraga kang abot tinggi, sapunika rengkuhanku mlayu nang bank kanggo nggawa uang, nambahi dhuwit nganti akun, lan nggoleki saldo."
".Ketika aku bangun, aku berjalan ke dapur sambil membuka jendela dan memeriksa surat kabar, lalu memasukkan air ke dalam teko untuk membuat teh, melakukan stretching untuk membuka tubuhku, dan mencari makanan untuk sarapan.",".Ing sak dina ku durung urip, aku mlakuake dhateng dapur nanging ngendika jendhela, ngleksanaaké kabar, niténaken aye saka wedhang teng, ngarake nyelongkakaken mangsaake ragaken, lan nyorek manganan kanggo ngupaké."
"Saya pergi ke pasar untuk membeli buah-buahan segar seperti pisang, apel, anggur, mangga, dan jeruk yang kaya akan vitamin dan mineral untuk kesehatan saya.","Aku mlayu ke pasar kanggo ndadekaké woh-wohan segar kaya pisang, apel, anggur, mangga, lan jeruk kang mapan pangresep vitamin lan mineral kanggo kesehatan aku."
"Ketika matahari pagi terbit, burung-burung berkicau gembira dan bunga-bunga mekar indah di taman; saat itu juga orang-orang bergegas pergi ke tempat kerja atau sekolah, dan kendaraan-kendaraan berlalu lalang di jalan raya yang sibuk.","Nalika mentari wengi tedhun, manuk-manuk gembira ngadikakeun kacaheum di taman lan kembang-kembang ngetrakkeun suweging mereka; mung meniko onangan nitah, wong-wong ugi bergegas lunga nggone mulah utama utawa sekolah, lan kreta-kreta mbisik-mbisik deder sawetara ing jalan raya sing wetan."
"Saya sedang menikmati pemandangan alam yang indah dari atas gunung, sambil menikmati angin sepoi-sepoi yang membuat saya merasa begitu segar, dan mengambil foto-foto dengan kamera saya yang baru.","Aku sedhalay menikmati pemandhangan alam sing resik saka ing dhuwur gunung, karo menikmati angin sepoi-sepoi sing ndhengekake atiku, lan ngangkat foto-foto karo kamera anyar ngaku-aku pitakonanku."
"Saya sangat senang bisa berbicara dengan teman-teman di sekolah, belajar bersama-sama untuk mencapai tujuan yang sama, dan merayakan keberhasilan bersama di akhir tahun.","Aku cukup seneng ngobrol bareng-bareng kawan sekolah, ngaji bareng-bareng nderek menang tuku tujuan sing ora beda, lan ngrasakake kemenangan bareng-bareng kanggo ngarepke taun anyar sing arep datang."
